Year,Quarter,Sector,ROE
2016,Q1,HELTH,16.4
2016,Q1,MEDIA,5.11
2016,Q1,PROF,11.62
2016,Q1,TOURISM,6.36
2016,Q1,TRANS,1.31
2016,Q1,ETRON,16.17
2016,Q1,ICT,30.09
2015,Q4,AGRO,-1.34
2015,Q4,CONSUMP,12.87
2015,Q4,FINCIAL,14.1
2015,Q4,INDUS,6.97
2015,Q4,PROPCON,9.55
2015,Q4,RESOURC,14.64
2015,Q4,SERVICE,-9.55
2015,Q4,TECH,-12.77
2015,Q4,AGRI,6.08
2015,Q4,FOOD,11.8
2015,Q4,FASHION,5.18
2015,Q4,HOME,9.72
2015,Q4,PERSON,7.36
2015,Q4,BANK,12.52
2015,Q4,FIN,13.96
2015,Q4,INSUR,15.47
2015,Q4,AUTO,10.59
2015,Q4,IMM,5.84
2015,Q4,PAPER,8.64
2015,Q4,PETRO,8.87
2015,Q4,PKG,6.23
2015,Q4,STEEL,-77.96
2015,Q4,CONMAT,19.16
2015,Q4,PROP,11.67
2015,Q4,PF&REIT,
2015,Q4,CONS,8.69
2015,Q4,ENERG,3.0
2015,Q4,MINE,1.29
2015,Q4,COMM,19.57
2015,Q4,HELTH,17.13
2015,Q4,MEDIA,6.57
2015,Q4,PROF,13.21
2015,Q4,TOURISM,6.7
2015,Q4,TRANS,1.1
2015,Q4,ETRON,16.83
2015,Q4,ICT,35.45
2016,Q2,AGRO,-3.02
2016,Q2,CONSUMP,14.15
2016,Q2,FINCIAL,3.97
2016,Q2,INDUS,9.46
2016,Q2,PROPCON,4.66
2016,Q2,RESOURC,15.35
2016,Q2,SERVICE,-0.39
2016,Q2,TECH,-11.51
2016,Q2,AGRI,6.25
2016,Q2,FOOD,12.9
2016,Q2,FASHION,6.55
2016,Q2,HOME,10.99
2016,Q2,PERSON,7.47
2016,Q2,BANK,11.48
2016,Q2,FIN,14.11
2016,Q2,INSUR,11.57
2016,Q2,AUTO,10.39
2016,Q2,IMM,6.56
2016,Q2,PAPER,10.18
2016,Q2,PETRO,8.85
2016,Q2,PKG,9.35
2016,Q2,STEEL,0.95
2016,Q2,CONMAT,19.08
2016,Q2,PROP,11.02
2016,Q2,PF&REIT,
2016,Q2,CONS,8.81
2016,Q2,ENERG,3.18
2016,Q2,MINE,-7.5
2016,Q2,COMM,20.66
2016,Q2,HELTH,17.15
2016,Q2,MEDIA,4.3
2016,Q2,PROF,10.14
2016,Q2,TOURISM,6.75
2016,Q2,TRANS,3.4
2016,Q2,ETRON,15.32
2016,Q2,ICT,25.49
2016,Q3,AGRO,-4.3
2016,Q3,CONSUMP,14.12
2016,Q3,FINCIAL,7.85
2016,Q3,INDUS,9.78
2016,Q3,PROPCON,2.63
2016,Q3,RESOURC,14.61
2016,Q3,SERVICE,5.41
2016,Q3,TECH,-9.23
2016,Q3,AGRI,5.75
2016,Q3,FOOD,13.69
2016,Q3,FASHION,7.14
2016,Q3,HOME,11.82
2016,Q3,PERSON,7.73
2016,Q3,BANK,11.71
2016,Q3,FIN,15.15
2016,Q3,INSUR,12.98
2016,Q3,AUTO,9.73
2016,Q3,IMM,6.37
2016,Q3,PAPER,9.85
2016,Q3,PETRO,11.06
2016,Q3,PKG,11.53
2016,Q3,STEEL,5.27
2016,Q3,CONMAT,20.18
2016,Q3,PROP,11.15
2016,Q3,PF&REIT,
2016,Q3,CONS,8.16
2016,Q3,ENERG,9.65
2016,Q3,MINE,-1.36
2016,Q3,COMM,18.05
2016,Q3,HELTH,17.1
2016,Q3,MEDIA,2.31
2016,Q3,PROF,9.03
2016,Q3,TOURISM,6.51
2016,Q3,TRANS,5.07
2016,Q3,ETRON,15.47
2016,Q3,ICT,24.33
2016,Q4,AGRO,-1.71
2016,Q4,CONSUMP,14.24
2016,Q4,FINCIAL,14.32
2016,Q4,INDUS,9.12
2016,Q4,PROPCON,1.21
2016,Q4,RESOURC,15.76
2016,Q4,SERVICE,4.6
2016,Q4,TECH,-18.9
2016,Q4,AGRI,4.15
2016,Q4,FOOD,12.93
2016,Q4,FASHION,6.11
2016,Q4,HOME,11.12
2016,Q4,PERSON,8.5
2016,Q4,BANK,11.75
2016,Q4,FIN,15.52
2016,Q4,INSUR,12.06
2016,Q4,AUTO,9.83
2016,Q4,IMM,6.28
2016,Q4,PAPER,9.59
2016,Q4,PETRO,12.99
2016,Q4,PKG,12.83
2016,Q4,STEEL,5.28
2016,Q4,CONMAT,19.36
2016,Q4,PROP,9.79
2016,Q4,PF&REIT,
2016,Q4,CONS,9.29
2016,Q4,ENERG,10.73
2016,Q4,MINE,7.45
2016,Q4,COMM,17.13
2016,Q4,HELTH,16.3
2016,Q4,MEDIA,0.0
2016,Q4,PROF,7.82
2016,Q4,TOURISM,6.85
2016,Q4,TRANS,6.22
2016,Q4,ETRON,14.33
2016,Q4,ICT,19.54
2017,Q3,AGRO,-8.75
2017,Q3,CONSUMP,11.01
2017,Q3,FINCIAL,11.29
2017,Q3,INDUS,7.61
2017,Q3,PROPCON,3.55
2017,Q3,RESOURC,4.17
2017,Q3,SERVICE,-9.55
2017,Q3,TECH,0.82
2017,Q3,AGRI,-0.47
2017,Q3,FOOD,11.79
2017,Q3,FASHION,6.01
2017,Q3,HOME,6.56
2017,Q3,PERSON,6.94
2017,Q3,BANK,10.76
2017,Q3,FIN,14.45
2017,Q3,INSUR,9.55
2017,Q3,AUTO,9.59
2017,Q3,IMM,7.48
2017,Q3,PAPER,12.11
2017,Q3,PETRO,15.36
2017,Q3,PKG,10.12
2017,Q3,STEEL,1.26
2017,Q3,CONMAT,16.97
2017,Q3,PROP,10.82
2017,Q3,PF&REIT,
2017,Q3,CONS,4.62
2017,Q3,ENERG,12.56
2017,Q3,MINE,15.21
2017,Q3,COMM,16.5
2017,Q3,HELTH,17.33
2017,Q3,MEDIA,-2.56
2017,Q3,PROF,6.45
2017,Q3,TOURISM,7.3
2017,Q3,TRANS,5.77
2017,Q3,ETRON,12.99
2017,Q3,ICT,14.35
2017,Q1,AGRO,-2.15
2017,Q1,CONSUMP,13.35
2017,Q1,FINCIAL,14.28
2017,Q1,INDUS,8.46
2017,Q1,PROPCON,1.02
2017,Q1,RESOURC,4.48
2017,Q1,SERVICE,4.28
2017,Q1,TECH,-17.69
2017,Q1,AGRI,4.83
2017,Q1,FOOD,12.21
2017,Q1,FASHION,6.6
2017,Q1,HOME,8.98
2017,Q1,PERSON,7.03
2017,Q1,BANK,11.6
2017,Q1,FIN,16.36
2017,Q1,INSUR,19.24
2017,Q1,AUTO,9.33
2017,Q1,IMM,6.69
2017,Q1,PAPER,9.14
2017,Q1,PETRO,15.37
2017,Q1,PKG,11.88
2017,Q1,STEEL,6.96
2017,Q1,CONMAT,20.25
2017,Q1,PROP,9.06
2017,Q1,PF&REIT,
2017,Q1,CONS,8.13
2017,Q1,ENERG,12.5
2017,Q1,MINE,15.35
2017,Q1,COMM,17.16
2017,Q1,HELTH,15.07
2017,Q1,MEDIA,0.06
2017,Q1,PROF,7.21
2017,Q1,TOURISM,6.42
2017,Q1,TRANS,5.8
2017,Q1,ETRON,14.97
2017,Q1,ICT,18.34
2017,Q4,AGRO,-7.43
2017,Q4,CONSUMP,11.12
2017,Q4,FINCIAL,6.08
2017,Q4,INDUS,8.73
2017,Q4,PROPCON,4.56
2017,Q4,RESOURC,1.65
2017,Q4,SERVICE,-5.43
2017,Q4,TECH,2.37
2017,Q4,AGRI,2.61
2017,Q4,FOOD,11.73
2017,Q4,FASHION,5.76
2017,Q4,HOME,4.2
2017,Q4,PERSON,7.42
2017,Q4,BANK,10.08
2017,Q4,FIN,14.65
2017,Q4,INSUR,9.45
2017,Q4,AUTO,9.74
2017,Q4,IMM,7.91
2017,Q4,PAPER,14.65
2017,Q4,PETRO,16.33
2017,Q4,PKG,9.23
2017,Q4,STEEL,19.84
2017,Q4,CONMAT,16.4
2017,Q4,PROP,11.16
2017,Q4,PF&REIT,
2017,Q4,CONS,2.42
2017,Q4,ENERG,13.74
2017,Q4,MINE,18.81
2017,Q4,COMM,16.39
2017,Q4,HELTH,16.48
2017,Q4,MEDIA,-1.6
2017,Q4,PROF,5.92
2017,Q4,TOURISM,8.74
2017,Q4,TRANS,8.18
2017,Q4,ETRON,11.6
2017,Q4,ICT,14.96
2017,Q2,AGRO,-4.16
2017,Q2,CONSUMP,14.02
2017,Q2,FINCIAL,11.33
2017,Q2,INDUS,6.91
2017,Q2,PROPCON,3.05
2017,Q2,RESOURC,2.96
2017,Q2,SERVICE,-0.16
2017,Q2,TECH,-19.35
2017,Q2,AGRI,-0.8
2017,Q2,FOOD,12.35
2017,Q2,FASHION,6.62
2017,Q2,HOME,7.87
2017,Q2,PERSON,8.69
2017,Q2,BANK,11.33
2017,Q2,FIN,17.14
2017,Q2,INSUR,11.15
2017,Q2,AUTO,9.87
2017,Q2,IMM,6.3
2017,Q2,PAPER,10.03
2017,Q2,PETRO,14.86
2017,Q2,PKG,10.73
2017,Q2,STEEL,7.2
2017,Q2,CONMAT,17.72
2017,Q2,PROP,9.83
2017,Q2,PF&REIT,
2017,Q2,CONS,5.38
2017,Q2,ENERG,12.51
2017,Q2,MINE,17.13
2017,Q2,COMM,18.26
2017,Q2,HELTH,17.42
2017,Q2,MEDIA,-0.15
2017,Q2,PROF,7.22
2017,Q2,TOURISM,6.71
2017,Q2,TRANS,5.45
2017,Q2,ETRON,14.4
2017,Q2,ICT,13.1
2018,Q1,AGRO,-7.73
2018,Q1,CONSUMP,11.21
2018,Q1,FINCIAL,6.06
2018,Q1,INDUS,7.96
2018,Q1,PROPCON,4.49
2018,Q1,RESOURC,2.24
2018,Q1,SERVICE,-4.59
2018,Q1,TECH,2.94
2018,Q1,AGRI,3.62
2018,Q1,FOOD,10.65
2018,Q1,FASHION,5.28
2018,Q1,HOME,4.15
2018,Q1,PERSON,7.13
2018,Q1,BANK,9.85
2018,Q1,FIN,14.26
2018,Q1,INSUR,9.47
2018,Q1,AUTO,10.02
2018,Q1,IMM,6.55
2018,Q1,PAPER,19.43
2018,Q1,PETRO,15.56
2018,Q1,PKG,7.98
2018,Q1,STEEL,1.8
2018,Q1,CONMAT,14.95
2018,Q1,PROP,10.73
2018,Q1,PF&REIT,
2018,Q1,CONS,2.17
2018,Q1,ENERG,13.65
2018,Q1,MINE,14.96
2018,Q1,COMM,16.33
2018,Q1,HELTH,16.92
2018,Q1,MEDIA,-1.08
2018,Q1,PROF,6.39
2018,Q1,TOURISM,9.34
2018,Q1,TRANS,9.18
2018,Q1,ETRON,10.0
2018,Q1,ICT,16.55
2018,Q4,AGRO,0.17
2018,Q4,CONSUMP,11.51
2018,Q4,FINCIAL,4.02
2018,Q4,INDUS,5.93
2018,Q4,PROPCON,3.53
2018,Q4,RESOURC,2.94
2018,Q4,SERVICE,1.96
2018,Q4,TECH,-1.17
2018,Q4,AGRI,7.03
2018,Q4,FOOD,9.86
2018,Q4,FASHION,5.71
2018,Q4,HOME,1.65
2018,Q4,PERSON,8.54
2018,Q4,BANK,10.23
2018,Q4,FIN,17.03
2018,Q4,INSUR,9.21
2018,Q4,AUTO,10.66
2018,Q4,IMM,3.3
2018,Q4,PAPER,31.48
2018,Q4,PETRO,15.13
2018,Q4,PKG,9.77
2018,Q4,STEEL,-3.38
2018,Q4,CONMAT,12.68
2018,Q4,PROP,10.04
2018,Q4,PF&REIT,
2018,Q4,CONS,2.2
2018,Q4,ENERG,12.03
2018,Q4,MINE,0.03
2018,Q4,COMM,15.94
2018,Q4,HELTH,14.71
2018,Q4,MEDIA,6.9
2018,Q4,PROF,8.9
2018,Q4,TOURISM,8.05
2018,Q4,TRANS,6.58
2018,Q4,ETRON,10.76
2018,Q4,ICT,15.58
2018,Q3,AGRO,-1.41
2018,Q3,CONSUMP,13.43
2018,Q3,FINCIAL,4.84
2018,Q3,INDUS,8.7
2018,Q3,PROPCON,2.42
2018,Q3,RESOURC,3.56
2018,Q3,SERVICE,-2.4
2018,Q3,TECH,4.76
2018,Q3,AGRI,8.17
2018,Q3,FOOD,9.97
2018,Q3,FASHION,5.25
2018,Q3,HOME,3.0
2018,Q3,PERSON,9.32
2018,Q3,BANK,10.45
2018,Q3,FIN,17.78
2018,Q3,INSUR,10.25
2018,Q3,AUTO,11.19
2018,Q3,IMM,4.53
2018,Q3,PAPER,29.44
2018,Q3,PETRO,18.36
2018,Q3,PKG,9.22
2018,Q3,STEEL,1.95
2018,Q3,CONMAT,13.55
2018,Q3,PROP,9.98
2018,Q3,PF&REIT,
2018,Q3,CONS,5.28
2018,Q3,ENERG,14.75
2018,Q3,MINE,5.61
2018,Q3,COMM,16.5
2018,Q3,HELTH,16.0
2018,Q3,MEDIA,2.59
2018,Q3,PROF,9.73
2018,Q3,TOURISM,10.36
2018,Q3,TRANS,10.27
2018,Q3,ETRON,10.7
2018,Q3,ICT,20.44
2018,Q2,AGRO,-5.84
2018,Q2,CONSUMP,12.83
2018,Q2,FINCIAL,7.38
2018,Q2,INDUS,9.22
2018,Q2,PROPCON,1.61
2018,Q2,RESOURC,3.47
2018,Q2,SERVICE,-4.17
2018,Q2,TECH,3.99
2018,Q2,AGRI,8.29
2018,Q2,FOOD,10.55
2018,Q2,FASHION,5.41
2018,Q2,HOME,4.16
2018,Q2,PERSON,7.66
2018,Q2,BANK,10.32
2018,Q2,FIN,15.18
2018,Q2,INSUR,9.51
2018,Q2,AUTO,10.15
2018,Q2,IMM,5.72
2018,Q2,PAPER,25.25
2018,Q2,PETRO,17.06
2018,Q2,PKG,8.83
2018,Q2,STEEL,13.45
2018,Q2,CONMAT,14.16
2018,Q2,PROP,10.4
2018,Q2,PF&REIT,
2018,Q2,CONS,3.43
2018,Q2,ENERG,13.58
2018,Q2,MINE,9.2
2018,Q2,COMM,16.67
2018,Q2,HELTH,15.9
2018,Q2,MEDIA,-0.49
2018,Q2,PROF,6.33
2018,Q2,TOURISM,10.3
2018,Q2,TRANS,10.07
2018,Q2,ETRON,10.28
2018,Q2,ICT,20.48
2019,Q2,AGRO,1.79
2019,Q2,CONSUMP,8.86
2019,Q2,FINCIAL,3.69
2019,Q2,INDUS,4.64
2019,Q2,PROPCON,2.48
2019,Q2,RESOURC,-0.64
2019,Q2,SERVICE,7.35
2019,Q2,TECH,-0.13
2019,Q2,AGRI,3.71
2019,Q2,FOOD,9.86
2019,Q2,FASHION,4.17
2019,Q2,HOME,-0.69
2019,Q2,PERSON,6.3
2019,Q2,BANK,10.12
2019,Q2,FIN,16.16
2019,Q2,INSUR,8.69
2019,Q2,AUTO,8.84
2019,Q2,IMM,-1.27
2019,Q2,PAPER,34.35
2019,Q2,PETRO,10.23
2019,Q2,PKG,9.95
2019,Q2,STEEL,-6.01
2019,Q2,CONMAT,11.49
2019,Q2,PROP,10.53
2019,Q2,PF&REIT,
2019,Q2,CONS,4.85
2019,Q2,ENERG,10.36
2019,Q2,MINE,0.63
2019,Q2,COMM,16.15
2019,Q2,HELTH,16.25
2019,Q2,MEDIA,5.84
2019,Q2,PROF,6.7
2019,Q2,TOURISM,5.42
2019,Q2,TRANS,4.44
2019,Q2,ETRON,9.98
2019,Q2,ICT,11.92
2019,Q1,AGRO,2.51
2019,Q1,CONSUMP,10.44
2019,Q1,FINCIAL,2.54
2019,Q1,INDUS,6.06
2019,Q1,PROPCON,3.03
2019,Q1,RESOURC,1.31
2019,Q1,SERVICE,2.62
2019,Q1,TECH,-0.88
2019,Q1,AGRI,3.8
2019,Q1,FOOD,9.84
2019,Q1,FASHION,5.58
2019,Q1,HOME,1.03
2019,Q1,PERSON,7.08
2019,Q1,BANK,10.11
2019,Q1,FIN,16.19
2019,Q1,INSUR,8.62
2019,Q1,AUTO,10.37
2019,Q1,IMM,1.48
2019,Q1,PAPER,31.64
2019,Q1,PETRO,12.99
2019,Q1,PKG,10.05
2019,Q1,STEEL,-4.81
2019,Q1,CONMAT,12.93
2019,Q1,PROP,11.01
2019,Q1,PF&REIT,
2019,Q1,CONS,4.92
2019,Q1,ENERG,10.45
2019,Q1,MINE,-0.84
2019,Q1,COMM,15.54
2019,Q1,HELTH,16.2
2019,Q1,MEDIA,5.31
2019,Q1,PROF,8.01
2019,Q1,TOURISM,6.68
2019,Q1,TRANS,5.3
2019,Q1,ETRON,10.49
2019,Q1,ICT,15.41
2019,Q3,AGRO,5.23
2019,Q3,CONSUMP,7.69
2019,Q3,FINCIAL,1.88
2019,Q3,INDUS,3.74
2019,Q3,PROPCON,1.32
2019,Q3,RESOURC,16.21
2019,Q3,SERVICE,9.78
2019,Q3,TECH,2.76
2019,Q3,AGRI,1.77
2019,Q3,FOOD,10.87
2019,Q3,FASHION,3.34
2019,Q3,HOME,-0.19
2019,Q3,PERSON,5.04
2019,Q3,BANK,9.98
2019,Q3,FIN,16.12
2019,Q3,INSUR,8.7
2019,Q3,AUTO,8.62
2019,Q3,IMM,-0.66
2019,Q3,PAPER,31.32
2019,Q3,PETRO,6.3
2019,Q3,PKG,10.1
2019,Q3,STEEL,-6.08
2019,Q3,CONMAT,11.14
2019,Q3,PROP,10.41
2019,Q3,PF&REIT,
2019,Q3,CONS,3.6
2019,Q3,ENERG,9.05
2019,Q3,MINE,1.02
2019,Q3,COMM,15.12
2019,Q3,HELTH,16.03
2019,Q3,MEDIA,6.2
2019,Q3,PROF,4.61
2019,Q3,TOURISM,4.67
2019,Q3,TRANS,3.86
2019,Q3,ETRON,7.87
2019,Q3,ICT,14.6
2019,Q4,AGRO,5.6
2019,Q4,CONSUMP,9.04
2019,Q4,FINCIAL,6.49
2019,Q4,INDUS,4.42
2019,Q4,PROPCON,0.25
2019,Q4,RESOURC,16.84
2019,Q4,SERVICE,10.69
2019,Q4,TECH,9.54
2019,Q4,AGRI,0.12
2019,Q4,FOOD,11.34
2019,Q4,FASHION,1.92
2019,Q4,HOME,1.12
2019,Q4,PERSON,2.54
2019,Q4,BANK,9.89
2019,Q4,FIN,15.66
2019,Q4,INSUR,8.33
2019,Q4,AUTO,6.57
2019,Q4,IMM,-0.78
2019,Q4,PAPER,29.63
2019,Q4,PETRO,4.73
2019,Q4,PKG,9.72
2019,Q4,STEEL,-4.82
2019,Q4,CONMAT,10.2
2019,Q4,PROP,9.86
2019,Q4,PF&REIT,
2019,Q4,CONS,6.55
2019,Q4,ENERG,9.52
2019,Q4,MINE,1.22
2019,Q4,COMM,15.01
2019,Q4,HELTH,15.95
2019,Q4,MEDIA,5.98
2019,Q4,PROF,5.21
2019,Q4,TOURISM,3.54
2019,Q4,TRANS,6.69
2019,Q4,ETRON,6.29
2019,Q4,ICT,19.3
2020,Q1,AGRO,4.25
2020,Q1,CONSUMP,8.05
2020,Q1,FINCIAL,3.75
2020,Q1,INDUS,3.07
2020,Q1,PROPCON,-1.73
2020,Q1,RESOURC,17.67
2020,Q1,SERVICE,8.83
2020,Q1,TECH,8.93
2020,Q1,AGRI,3.11
2020,Q1,FOOD,10.68
2020,Q1,FASHION,1.54
2020,Q1,HOME,2.4
2020,Q1,PERSON,2.75
2020,Q1,BANK,9.54
2020,Q1,FIN,15.65
2020,Q1,INSUR,7.24
2020,Q1,AUTO,6.23
2020,Q1,IMM,1.7
2020,Q1,PAPER,30.71
2020,Q1,PETRO,1.35
2020,Q1,PKG,8.44
2020,Q1,STEEL,-0.33
2020,Q1,CONMAT,8.53
2020,Q1,PROP,8.52
2020,Q1,PF&REIT,
2020,Q1,CONS,3.88
2020,Q1,ENERG,5.5
2020,Q1,MINE,1.22
2020,Q1,COMM,14.28
2020,Q1,HELTH,12.14
2020,Q1,MEDIA,2.83
2020,Q1,PROF,5.02
2020,Q1,TOURISM,1.48
2020,Q1,TRANS,-1.27
2020,Q1,ETRON,6.34
2020,Q1,ICT,19.63
2020,Q4,AGRO,4.6
2020,Q4,CONSUMP,8.86
2020,Q4,FINCIAL,-1.11
2020,Q4,INDUS,6.15
2020,Q4,PROPCON,-4.02
2020,Q4,RESOURC,-2.79
2020,Q4,SERVICE,4.51
2020,Q4,TECH,12.3
2020,Q4,AGRI,17.67
2020,Q4,FOOD,6.94
2020,Q4,FASHION,0.07
2020,Q4,HOME,6.06
2020,Q4,PERSON,46.55
2020,Q4,BANK,6.26
2020,Q4,FIN,13.7
2020,Q4,INSUR,7.27
2020,Q4,AUTO,3.78
2020,Q4,IMM,8.69
2020,Q4,PAPER,30.63
2020,Q4,PETRO,1.86
2020,Q4,PKG,10.41
2020,Q4,STEEL,0.57
2020,Q4,CONMAT,10.7
2020,Q4,PROP,4.13
2020,Q4,PF&REIT,
2020,Q4,CONS,0.41
2020,Q4,ENERG,4.16
2020,Q4,MINE,6.97
2020,Q4,COMM,10.45
2020,Q4,HELTH,7.81
2020,Q4,MEDIA,-3.45
2020,Q4,PROF,0.93
2020,Q4,TOURISM,-16.29
2020,Q4,TRANS,-54.28
2020,Q4,ETRON,11.3
2020,Q4,ICT,14.65
2020,Q3,AGRO,7.7
2020,Q3,CONSUMP,8.6
2020,Q3,FINCIAL,5.52
2020,Q3,INDUS,4.78
2020,Q3,PROPCON,-3.37
2020,Q3,RESOURC,-2.36
2020,Q3,SERVICE,3.63
2020,Q3,TECH,10.45
2020,Q3,AGRI,8.37
2020,Q3,FOOD,8.13
2020,Q3,FASHION,0.1
2020,Q3,HOME,5.32
2020,Q3,PERSON,16.35
2020,Q3,BANK,7.18
2020,Q3,FIN,13.97
2020,Q3,INSUR,6.82
2020,Q3,AUTO,2.06
2020,Q3,IMM,5.41
2020,Q3,PAPER,30.74
2020,Q3,PETRO,0.16
2020,Q3,PKG,10.4
2020,Q3,STEEL,2.1
2020,Q3,CONMAT,10.58
2020,Q3,PROP,7.07
2020,Q3,PF&REIT,
2020,Q3,CONS,1.59
2020,Q3,ENERG,4.19
2020,Q3,MINE,6.42
2020,Q3,COMM,12.38
2020,Q3,HELTH,8.19
2020,Q3,MEDIA,-3.63
2020,Q3,PROF,0.5
2020,Q3,TOURISM,-8.12
2020,Q3,TRANS,-15.45
2020,Q3,ETRON,9.14
2020,Q3,ICT,16.24
2020,Q2,AGRO,5.91
2020,Q2,CONSUMP,8.21
2020,Q2,FINCIAL,4.79
2020,Q2,INDUS,3.96
2020,Q2,PROPCON,-2.17
2020,Q2,RESOURC,12.88
2020,Q2,SERVICE,4.09
2020,Q2,TECH,9.36
2020,Q2,AGRI,4.23
2020,Q2,FOOD,9.6
2020,Q2,FASHION,0.41
2020,Q2,HOME,4.1
2020,Q2,PERSON,3.02
2020,Q2,BANK,8.46
2020,Q2,FIN,15.17
2020,Q2,INSUR,7.02
2020,Q2,AUTO,2.9
2020,Q2,IMM,5.94
2020,Q2,PAPER,32.33
2020,Q2,PETRO,0.55
2020,Q2,PKG,10.45
2020,Q2,STEEL,0.15
2020,Q2,CONMAT,9.48
2020,Q2,PROP,7.84
2020,Q2,PF&REIT,
2020,Q2,CONS,2.53
2020,Q2,ENERG,4.29
2020,Q2,MINE,1.66
2020,Q2,COMM,12.95
2020,Q2,HELTH,10.4
2020,Q2,MEDIA,-2.06
2020,Q2,PROF,5.03
2020,Q2,TOURISM,-3.29
2020,Q2,TRANS,-5.38
2020,Q2,ETRON,7.38
2020,Q2,ICT,18.4
2021,Q1,AGRO,5.53
2021,Q1,CONSUMP,10.45
2021,Q1,FINCIAL,4.4
2021,Q1,INDUS,7.83
2021,Q1,PROPCON,-3.05
2021,Q1,RESOURC,-2.66
2021,Q1,SERVICE,6.97
2021,Q1,TECH,12.56
2021,Q1,AGRI,24.06
2021,Q1,FOOD,6.17
2021,Q1,FASHION,0.46
2021,Q1,HOME,5.37
2021,Q1,PERSON,65.14
2021,Q1,BANK,6.12
2021,Q1,FIN,15.05
2021,Q1,INSUR,9.55
2021,Q1,AUTO,4.56
2021,Q1,IMM,10.57
2021,Q1,PAPER,27.65
2021,Q1,PETRO,6.75
2021,Q1,PKG,9.52
2021,Q1,STEEL,6.8
2021,Q1,CONMAT,12.77
2021,Q1,PROP,4.89
2021,Q1,PF&REIT,
2021,Q1,CONS,0.97
2021,Q1,ENERG,8.66
2021,Q1,MINE,6.4
2021,Q1,COMM,9.16
2021,Q1,HELTH,6.6
2021,Q1,MEDIA,-0.16
2021,Q1,PROF,1.16
2021,Q1,TOURISM,-19.16
2021,Q1,TRANS,-3.56
2021,Q1,ETRON,12.32
2021,Q1,ICT,15.94
2021,Q3,AGRO,2.2
2021,Q3,CONSUMP,20.51
2021,Q3,FINCIAL,2.22
2021,Q3,INDUS,6.98
2021,Q3,PROPCON,-2.66
2021,Q3,RESOURC,4.86
2021,Q3,SERVICE,9.17
2021,Q3,TECH,13.92
2021,Q3,AGRI,30.39
2021,Q3,FOOD,4.62
2021,Q3,FASHION,3.78
2021,Q3,HOME,2.71
2021,Q3,PERSON,66.14
2021,Q3,BANK,7.36
2021,Q3,FIN,15.86
2021,Q3,INSUR,4.1
2021,Q3,AUTO,9.08
2021,Q3,IMM,11.57
2021,Q3,PAPER,26.32
2021,Q3,PETRO,16.25
2021,Q3,PKG,11.3
2021,Q3,STEEL,17.92
2021,Q3,CONMAT,13.41
2021,Q3,PROP,4.89
2021,Q3,PF&REIT,
2021,Q3,CONS,0.49
2021,Q3,ENERG,10.55
2021,Q3,MINE,12.36
2021,Q3,COMM,9.18
2021,Q3,HELTH,14.36
2021,Q3,MEDIA,5.65
2021,Q3,PROF,4.09
2021,Q3,TOURISM,-17.86
2021,Q3,TRANS,-16.11
2021,Q3,ETRON,12.16
2021,Q3,ICT,15.15
2021,Q4,AGRO,4.61
2021,Q4,CONSUMP,21.33
2021,Q4,FINCIAL,2.77
2021,Q4,INDUS,6.69
2021,Q4,PROPCON,-2.75
2021,Q4,RESOURC,-2.11
2021,Q4,SERVICE,13.44
2021,Q4,TECH,17.69
2021,Q4,AGRI,24.67
2021,Q4,FOOD,5.41
2021,Q4,FASHION,4.76
2021,Q4,HOME,1.5
2021,Q4,PERSON,47.1
2021,Q4,BANK,7.68
2021,Q4,FIN,14.73
2021,Q4,INSUR,0.59
2021,Q4,AUTO,8.47
2021,Q4,IMM,10.42
2021,Q4,PAPER,25.08
2021,Q4,PETRO,16.47
2021,Q4,PKG,10.06
2021,Q4,STEEL,20.29
2021,Q4,CONMAT,13.5
2021,Q4,PROP,6.13
2021,Q4,PF&REIT,
2021,Q4,CONS,1.97
2021,Q4,ENERG,11.38
2021,Q4,MINE,-16.76
2021,Q4,COMM,9.02
2021,Q4,HELTH,17.86
2021,Q4,MEDIA,6.66
2021,Q4,PROF,3.99
2021,Q4,TOURISM,-12.29
2021,Q4,TRANS,24.44
2021,Q4,ETRON,12.38
2021,Q4,ICT,15.14
2021,Q2,AGRO,4.3
2021,Q2,CONSUMP,12.41
2021,Q2,FINCIAL,-0.05
2021,Q2,INDUS,7.43
2021,Q2,PROPCON,-2.1
2021,Q2,RESOURC,3.8
2021,Q2,SERVICE,7.53
2021,Q2,TECH,14.34
2021,Q2,AGRI,29.39
2021,Q2,FOOD,6.84
2021,Q2,FASHION,2.54
2021,Q2,HOME,5.2
2021,Q2,PERSON,70.09
2021,Q2,BANK,6.89
2021,Q2,FIN,16.01
2021,Q2,INSUR,8.1
2021,Q2,AUTO,8.99
2021,Q2,IMM,10.44
2021,Q2,PAPER,28.72
2021,Q2,PETRO,13.69
2021,Q2,PKG,10.96
2021,Q2,STEEL,12.91
2021,Q2,CONMAT,14.44
2021,Q2,PROP,4.99
2021,Q2,PF&REIT,
2021,Q2,CONS,1.0
2021,Q2,ENERG,10.01
2021,Q2,MINE,6.86
2021,Q2,COMM,10.54
2021,Q2,HELTH,9.18
2021,Q2,MEDIA,2.91
2021,Q2,PROF,2.03
2021,Q2,TOURISM,-17.59
2021,Q2,TRANS,-41.87
2021,Q2,ETRON,13.13
2021,Q2,ICT,15.1
2022,Q2,AGRO,4.64
2022,Q2,CONSUMP,18.65
