Month,Sector,PE,ROE
2013-10,COMM,30.07,21.35
2013-10,CONMAT,16.83,17.67
2013-10,CONS,,
2013-10,CONSUMP,,
2013-10,ENERG,10.38,13.16
2013-10,ETRON,11.08,14.75
2013-10,FASHION,16.25,3.43
2013-10,FIN,9.86,17.5
2013-10,FINCIAL,,
2013-10,FOOD,25.52,10.14
2013-10,HELTH,26.3,17.67
2013-10,HOME,14.59,8.36
2013-10,ICT,25.75,41.36
2013-10,IMM,14.28,5.14
2013-10,INDUS,,
2013-10,INSUR,17.9,15.94
2013-10,MAIIND,28.64,8.97
2013-10,MEDIA,24.59,21.92
2013-10,MEDSIZE,28.64,8.97
2013-10,MINE,,-31.55
2013-10,PAPER,12.23,11.08
2013-10,PERSON,15.73,12.0
2013-10,PETRO,11.15,12.0
2013-10,PF&REIT,,
2013-10,PKG,17.01,3.21
2013-10,PROF,19.68,5.99
2013-10,PROP,16.31,16.25
2013-10,PROPCON,,
2013-10,RESOURC,,
2013-10,SERVICE,,
2013-10,STEEL,,-13.68
2013-10,TECH,,
2013-10,TOURISM,22.81,10.39
2013-10,TRANS,20.26,5.89
2013-11,AGRI,13.75,9.75
2013-11,AGRO,,
2013-11,AUTO,8.78,16.41
2013-11,BANK,11.15,16.31
2013-11,COMM,29.45,21.35
2013-11,CONMAT,14.47,17.67
2013-11,CONS,,
2013-11,CONSUMP,,
2013-11,ENERG,10.32,13.16
2013-11,ETRON,12.12,14.75
2013-11,FASHION,17.65,3.43
2013-11,FIN,9.07,17.5
2013-11,FINCIAL,,
2013-11,FOOD,27.61,10.14
2013-11,HELTH,28.5,17.67
2013-11,HOME,13.51,8.36
2013-11,ICT,25.13,41.36
2013-11,IMM,16.08,5.14
2013-11,INDUS,,
2013-11,INSUR,19.12,15.94
2013-11,MAIIND,29.52,8.97
2013-11,MEDIA,23.92,21.92
2013-11,MEDSIZE,29.52,8.97
2013-11,MINE,,-31.55
2013-11,PAPER,11.87,11.08
2013-11,PERSON,15.03,12.0
2013-11,PETRO,11.71,12.0
2013-11,PF&REIT,,
2013-11,PKG,25.18,3.21
2013-11,PROF,14.37,5.99
2013-11,PROP,15.1,16.25
2013-11,PROPCON,,
2013-11,RESOURC,,
2013-11,SERVICE,,
2013-11,STEEL,,-13.68
2013-11,TECH,,
2013-11,TOURISM,19.17,10.39
2013-11,TRANS,27.89,5.89
2013-12,AGRI,14.63,9.75
2013-12,AGRO,,
2013-12,AUTO,8.48,16.41
2013-12,BANK,10.05,16.31
2013-12,COMM,28.68,21.35
2013-12,CONMAT,14.43,17.67
2013-12,CONS,,
2013-12,CONSUMP,,
2013-12,ENERG,10.17,13.16
2013-12,ETRON,13.81,14.75
2013-12,FASHION,21.27,3.43
2013-12,FIN,8.75,17.5
2013-12,FINCIAL,,
2013-12,FOOD,28.79,10.14
2013-12,HELTH,26.55,17.67
2013-12,HOME,13.75,8.36
2013-12,ICT,23.26,41.36
2013-12,IMM,16.02,5.14
2013-12,INDUS,,
2013-12,INSUR,19.94,15.94
2013-12,MAIIND,28.32,8.97
2013-12,MEDIA,22.49,21.92
2013-12,MEDSIZE,28.32,8.97
2013-12,MINE,,-31.55
2013-12,PAPER,11.71,11.08
2013-12,PERSON,14.85,12.0
2013-12,PETRO,11.62,12.0
2013-12,PF&REIT,,
2013-12,PKG,24.19,3.21
2013-12,PROF,14.07,5.99
2013-12,PROP,13.44,16.25
2013-12,PROPCON,,
2013-12,RESOURC,,
2013-12,SERVICE,,
2013-12,STEEL,,-13.68
2013-12,TECH,,
2013-12,TOURISM,16.2,10.39
2013-12,TRANS,21.23,5.89
2014-01,AGRI,14.42,8.67
2014-01,AGRO,,
2014-01,AUTO,8.6,15.76
2014-01,BANK,10.39,15.51
2014-01,COMM,27.48,19.41
2014-01,CONMAT,14.44,18.0
2014-01,CONS,10.45,14.5
2014-01,CONSUMP,,
2014-01,ENERG,9.69,11.65
2014-01,ETRON,13.6,17.67
2014-01,FASHION,20.97,2.78
2014-01,FIN,8.58,13.22
2014-01,FINCIAL,,
2014-01,FOOD,27.22,10.69
2014-01,HELTH,26.19,17.13
2014-01,HOME,13.53,6.37
2014-01,ICT,23.69,45.23
2014-01,IMM,15.53,4.03
2014-01,INDUS,,
2014-01,INSUR,18.97,15.34
2014-01,MAIIND,31.03,6.11
2014-01,MEDIA,20.77,18.22
2014-01,MEDSIZE,31.03,6.11
2014-01,MINE,,-9.82
2014-01,PAPER,11.76,14.81
2014-01,PERSON,14.45,13.05
2014-01,PETRO,10.91,10.1
2014-01,PF&REIT,,
2014-01,PKG,23.53,2.71
2014-01,PROF,13.37,5.8
2014-01,PROP,13.76,13.92
2014-01,PROPCON,,
2014-01,RESOURC,,
2014-01,SERVICE,,
2014-01,STEEL,,-11.62
2014-01,TECH,,
2014-01,TOURISM,16.19,7.49
2014-01,TRANS,21.54,1.18
2014-02,AGRI,13.18,8.67
2014-02,AGRO,,
2014-02,AUTO,8.62,15.76
2014-02,BANK,10.38,15.51
2014-02,COMM,28.01,19.41
2014-02,CONMAT,14.95,18.0
2014-02,CONS,11.08,14.5
2014-02,CONSUMP,,
2014-02,ENERG,10.8,11.65
2014-02,ETRON,12.23,17.67
2014-02,FASHION,23.94,2.78
2014-02,FIN,9.44,13.22
2014-02,FINCIAL,,
2014-02,FOOD,25.36,10.69
2014-02,HELTH,27.6,17.13
2014-02,HOME,16.94,6.37
2014-02,ICT,24.17,45.23
2014-02,IMM,16.28,4.03
2014-02,INDUS,,
2014-02,INSUR,18.79,15.34
2014-02,MAIIND,34.28,6.11
2014-02,MEDIA,22.27,18.22
2014-02,MEDSIZE,34.28,6.11
2014-02,MINE,,-9.82
2014-02,PAPER,9.17,14.81
2014-02,PERSON,16.41,13.05
2014-02,PETRO,12.28,10.1
2014-02,PF&REIT,,
2014-02,PKG,44.03,2.71
2014-02,PROF,12.82,5.8
2014-02,PROP,14.47,13.92
2014-02,PROPCON,,
2014-02,RESOURC,,
2014-02,SERVICE,,
2014-02,STEEL,,-11.62
2014-02,TECH,,
2014-02,TOURISM,16.2,7.49
2014-02,TRANS,33.9,1.18
2014-03,AGRI,15.2,8.67
2014-03,AGRO,,
2014-03,AUTO,9.26,15.76
2014-03,BANK,10.36,15.51
2014-03,COMM,29.62,19.41
2014-03,CONMAT,14.62,18.0
2014-03,CONS,12.0,14.5
2014-03,CONSUMP,,
2014-03,ENERG,11.14,11.65
2014-03,ETRON,13.76,17.67
2014-03,FASHION,22.27,2.78
2014-03,FIN,9.62,13.22
2014-03,FINCIAL,,
2014-03,FOOD,25.8,10.69
2014-03,HELTH,28.91,17.13
2014-03,HOME,16.49,6.37
2014-03,ICT,24.62,45.23
2014-03,IMM,17.18,4.03
2014-03,INDUS,,
2014-03,INSUR,19.62,15.34
2014-03,MAIIND,37.38,6.11
2014-03,MEDIA,23.68,18.22
2014-03,MEDSIZE,37.38,6.11
2014-03,MINE,,-9.82
2014-03,PAPER,8.93,14.81
2014-03,PERSON,15.56,13.05
2014-03,PETRO,12.21,10.1
2014-03,PF&REIT,,
2014-03,PKG,45.48,2.71
2014-03,PROF,19.2,5.8
2014-03,PROP,14.76,13.92
2014-03,PROPCON,,
2014-03,RESOURC,,
2014-03,SERVICE,,
2014-03,STEEL,,-11.62
2014-03,TECH,,
2014-03,TOURISM,17.26,7.49
2014-03,TRANS,34.36,1.18
2014-04,AGRI,14.95,9.7
2014-04,AGRO,,
2014-04,AUTO,9.88,13.09
2014-04,BANK,10.73,15.56
2014-04,COMM,29.57,19.77
2014-04,CONMAT,15.14,16.79
2014-04,CONS,12.67,12.78
2014-04,CONSUMP,,
2014-04,ENERG,11.5,13.53
2014-04,ETRON,13.68,16.95
2014-04,FASHION,21.98,2.16
2014-04,FIN,9.68,12.99
2014-04,FINCIAL,,
2014-04,FOOD,25.81,12.49
2014-04,HELTH,31.35,17.87
2014-04,HOME,18.02,8.11
2014-04,ICT,25.8,39.12
2014-04,IMM,18.78,7.42
2014-04,INDUS,,
2014-04,INSUR,20.11,14.93
2014-04,MAIIND,39.57,5.66
2014-04,MEDIA,23.99,14.29
2014-04,MEDSIZE,39.57,5.66
2014-04,MINE,,-4.13
2014-04,PAPER,9.89,14.61
2014-04,PERSON,15.86,13.21
2014-04,PETRO,12.05,10.97
2014-04,PF&REIT,,
2014-04,PKG,46.45,3.84
2014-04,PROF,23.53,7.25
2014-04,PROP,15.37,14.0
2014-04,PROPCON,,
2014-04,RESOURC,,
2014-04,SERVICE,,
2014-04,STEEL,,-9.97
2014-04,TECH,,
2014-04,TOURISM,17.7,5.88
2014-04,TRANS,34.51,-1.91
2014-05,AGRI,15.95,9.7
2014-05,AGRO,,
2014-05,AUTO,11.66,13.09
2014-05,BANK,10.63,15.56
2014-05,COMM,32.53,19.77
2014-05,CONMAT,15.15,16.79
2014-05,CONS,21.47,12.78
2014-05,CONSUMP,,
2014-05,ENERG,12.26,13.53
2014-05,ETRON,11.98,16.95
2014-05,FASHION,28.02,2.16
2014-05,FIN,13.28,12.99
2014-05,FINCIAL,,
2014-05,FOOD,24.89,12.49
2014-05,HELTH,34.7,17.87
2014-05,HOME,21.67,8.11
2014-05,ICT,23.12,39.12
2014-05,IMM,25.93,7.42
2014-05,INDUS,,
2014-05,INSUR,20.6,14.93
2014-05,MAIIND,47.63,5.66
2014-05,MEDIA,26.99,14.29
2014-05,MEDSIZE,47.63,5.66
2014-05,MINE,,-4.13
2014-05,PAPER,10.45,14.61
2014-05,PERSON,15.76,13.21
2014-05,PETRO,14.28,10.97
2014-05,PF&REIT,,
2014-05,PKG,62.19,3.84
2014-05,PROF,23.87,7.25
2014-05,PROP,15.62,14.0
2014-05,PROPCON,,
2014-05,RESOURC,,
2014-05,SERVICE,,
2014-05,STEEL,,-9.97
2014-05,TECH,,
2014-05,TOURISM,25.28,5.88
2014-05,TRANS,168.26,-1.91
2014-06,AGRI,16.24,9.7
2014-06,AGRO,,
2014-06,AUTO,12.62,13.09
2014-06,BANK,11.52,15.56
2014-06,COMM,34.35,19.77
2014-06,CONMAT,16.36,16.79
2014-06,CONS,21.1,12.78
2014-06,CONSUMP,,
2014-06,ENERG,13.08,13.53
2014-06,ETRON,12.44,16.95
2014-06,FASHION,29.02,2.16
2014-06,FIN,14.06,12.99
2014-06,FINCIAL,,
2014-06,FOOD,25.3,12.49
2014-06,HELTH,35.58,17.87
2014-06,HOME,24.05,8.11
2014-06,ICT,23.01,39.12
2014-06,IMM,27.14,7.42
2014-06,INDUS,,
2014-06,INSUR,21.49,14.93
2014-06,MAIIND,53.64,5.66
2014-06,MEDIA,27.79,14.29
2014-06,MEDSIZE,53.64,5.66
2014-06,MINE,,-4.13
2014-06,PAPER,16.09,14.61
2014-06,PERSON,15.98,13.21
2014-06,PETRO,14.5,10.97
2014-06,PF&REIT,,
2014-06,PKG,67.3,3.84
2014-06,PROF,27.99,7.25
2014-06,PROP,17.01,14.0
2014-06,PROPCON,,
2014-06,RESOURC,,
2014-06,SERVICE,,
2014-06,STEEL,,-9.97
2014-06,TECH,,
2014-06,TOURISM,27.58,5.88
2014-06,TRANS,175.38,-1.91
2014-07,AGRI,16.91,9.54
2014-07,AGRO,,
2014-07,AUTO,12.55,11.43
2014-07,BANK,12.03,15.33
2014-07,COMM,34.62,18.89
2014-07,CONMAT,15.99,16.03
2014-07,CONS,21.98,14.16
2014-07,CONSUMP,,
2014-07,ENERG,13.06,11.72
2014-07,ETRON,12.88,17.75
2014-07,FASHION,29.22,1.37
2014-07,FIN,14.61,13.27
2014-07,FINCIAL,,
2014-07,FOOD,25.94,13.05
2014-07,HELTH,36.39,17.71
2014-07,HOME,26.14,9.08
2014-07,ICT,21.83,37.73
2014-07,IMM,27.43,8.47
2014-07,INDUS,,
2014-07,INSUR,22.19,15.57
2014-07,MAIIND,59.58,5.79
2014-07,MEDIA,28.24,13.12
2014-07,MEDSIZE,59.58,5.79
2014-07,MINE,,1.91
2014-07,PAPER,14.58,13.5
2014-07,PERSON,15.63,12.28
2014-07,PETRO,14.06,9.92
2014-07,PF&REIT,,
2014-07,PKG,63.66,4.54
2014-07,PROF,26.04,6.6
2014-07,PROP,17.61,14.0
2014-07,PROPCON,,
2014-07,RESOURC,,
2014-07,SERVICE,,
2014-07,STEEL,,-7.67
2014-07,TECH,,
2014-07,TOURISM,28.07,5.2
2014-07,TRANS,194.55,0.65
2014-08,AGRI,15.8,9.54
2014-08,AGRO,,
2014-08,AUTO,14.53,11.43
2014-08,BANK,12.54,15.33
2014-08,COMM,35.89,18.89
2014-08,CONMAT,16.73,16.03
2014-08,CONS,25.3,14.16
2014-08,CONSUMP,,
2014-08,ENERG,11.22,11.72
2014-08,ETRON,13.32,17.75
2014-08,FASHION,36.11,1.37
2014-08,FIN,16.11,13.27
2014-08,FINCIAL,,
2014-08,FOOD,24.25,13.05
2014-08,HELTH,40.07,17.71
2014-08,HOME,21.79,9.08
2014-08,ICT,23.14,37.73
2014-08,IMM,19.61,8.47
2014-08,INDUS,,
2014-08,INSUR,22.33,15.57
2014-08,MAIIND,74.14,5.79
2014-08,MEDIA,35.06,13.12
2014-08,MEDSIZE,74.14,5.79
2014-08,MINE,,1.91
2014-08,PAPER,15.15,13.5
2014-08,PERSON,16.19,12.28
2014-08,PETRO,12.74,9.92
2014-08,PF&REIT,,
2014-08,PKG,39.84,4.54
2014-08,PROF,27.04,6.6
2014-08,PROP,18.08,14.0
2014-08,PROPCON,,
2014-08,RESOURC,,
2014-08,SERVICE,,
2014-08,STEEL,,-7.67
2014-08,TECH,,
2014-08,TOURISM,37.59,5.2
2014-08,TRANS,,0.65
2014-09,AGRI,16.33,9.54
2014-09,AGRO,,
2014-09,AUTO,14.54,11.43
2014-09,BANK,12.56,15.33
2014-09,COMM,34.59,18.89
2014-09,CONMAT,17.3,16.03
2014-09,CONS,26.85,14.16
2014-09,CONSUMP,,
2014-09,ENERG,11.73,11.72
2014-09,ETRON,13.48,17.75
2014-09,FASHION,39.16,1.37
2014-09,FIN,16.36,13.27
2014-09,FINCIAL,,
2014-09,FOOD,24.79,13.05
2014-09,HELTH,39.01,17.71
2014-09,HOME,25.83,9.08
2014-09,ICT,24.99,37.73
2014-09,IMM,20.26,8.47
2014-09,INDUS,,
2014-09,INSUR,23.06,15.57
2014-09,MAIIND,75.87,5.79
2014-09,MEDIA,35.54,13.12
2014-09,MEDSIZE,75.87,5.79
2014-09,MINE,,1.91
2014-09,PAPER,14.73,13.5
2014-09,PERSON,16.47,12.28
2014-09,PETRO,12.41,9.92
2014-09,PF&REIT,,
2014-09,PKG,40.34,4.54
2014-09,PROF,27.66,6.6
2014-09,PROP,19.3,14.0
2014-09,PROPCON,,
2014-09,RESOURC,,
2014-09,SERVICE,,
2014-09,STEEL,,-7.67
2014-09,TECH,,
2014-09,TOURISM,39.54,5.2
2014-09,TRANS,,0.65
2014-10,AGRI,16.3,7.82
2014-10,AGRO,,
2014-10,AUTO,14.16,11.24
2014-10,BANK,12.36,15.08
2014-10,COMM,34.47,18.56
2014-10,CONMAT,17.59,15.58
2014-10,CONS,26.3,12.4
2014-10,CONSUMP,,
2014-10,ENERG,11.55,5.85
2014-10,ETRON,13.54,15.47
2014-10,FASHION,40.95,1.36
2014-10,FIN,16.45,15.21
2014-10,FINCIAL,,
2014-10,FOOD,24.72,12.91
2014-10,HELTH,38.94,17.65
2014-10,HOME,27.17,10.45
2014-10,ICT,25.92,35.25
2014-10,IMM,19.51,8.08
2014-10,INDUS,,
2014-10,INSUR,22.35,16.57
2014-10,MAIIND,78.3,6.79
2014-10,MEDIA,35.26,10.11
2014-10,MEDSIZE,78.3,6.79
2014-10,MINE,,1.49
2014-10,PAPER,13.25,11.02
2014-10,PERSON,16.24,11.65
2014-10,PETRO,12.29,5.52
2014-10,PF&REIT,,
2014-10,PKG,40.41,4.56
2014-10,PROF,31.91,7.98
2014-10,PROP,19.8,13.27
2014-10,PROPCON,,
2014-10,RESOURC,,
2014-10,SERVICE,,
2014-10,STEEL,,-6.73
2014-10,TECH,,
2014-10,TOURISM,39.17,5.5
2014-10,TRANS,,1.23
2014-11,AGRI,16.19,7.82
2014-11,AGRO,,
2014-11,AUTO,14.6,11.24
2014-11,BANK,12.69,15.08
2014-11,COMM,33.73,18.56
2014-11,CONMAT,18.81,15.58
2014-11,CONS,24.7,12.4
2014-11,CONSUMP,,
2014-11,ENERG,13.14,5.85
2014-11,ETRON,13.19,15.47
2014-11,FASHION,50.63,1.36
2014-11,FIN,17.17,15.21
2014-11,FINCIAL,,
2014-11,FOOD,22.98,12.91
2014-11,HELTH,37.87,17.65
2014-11,HOME,26.18,10.45
2014-11,ICT,25.13,35.25
2014-11,IMM,17.69,8.08
2014-11,INDUS,,
2014-11,INSUR,19.94,16.57
2014-11,MAIIND,65.56,6.79
2014-11,MEDIA,41.03,10.11
2014-11,MEDSIZE,65.56,6.79
2014-11,MINE,61.81,1.49
2014-11,PAPER,14.89,11.02
2014-11,PERSON,16.27,11.65
2014-11,PETRO,13.51,5.52
2014-11,PF&REIT,,
2014-11,PKG,33.95,4.56
2014-11,PROF,36.99,7.98
2014-11,PROP,18.37,13.27
2014-11,PROPCON,,
2014-11,RESOURC,,
2014-11,SERVICE,,
2014-11,STEEL,,-6.73
2014-11,TECH,,
2014-11,TOURISM,42.89,5.5
2014-11,TRANS,170.44,1.23
2014-12,AGRI,15.21,7.82
2014-12,AGRO,,
2014-12,AUTO,14.26,11.24
2014-12,BANK,11.92,15.08
2014-12,COMM,32.43,18.56
2014-12,CONMAT,18.14,15.58
2014-12,CONS,21.97,12.4
2014-12,CONSUMP,,
2014-12,ENERG,11.46,5.85
2014-12,ETRON,12.47,15.47
2014-12,FASHION,69.67,1.36
2014-12,FIN,17.18,15.21
2014-12,FINCIAL,,
2014-12,FOOD,21.93,12.91
2014-12,HELTH,35.6,17.65
2014-12,HOME,28.88,10.45
2014-12,ICT,25.35,35.25
2014-12,IMM,16.58,8.08
2014-12,INDUS,,
2014-12,INSUR,18.6,16.57
2014-12,MAIIND,69.63,6.79
2014-12,MEDIA,40.42,10.11
2014-12,MEDSIZE,69.63,6.79
2014-12,MINE,54.12,1.49
2014-12,PAPER,13.25,11.02
2014-12,PERSON,16.33,11.65
2014-12,PETRO,11.43,5.52
2014-12,PF&REIT,,
2014-12,PKG,32.32,4.56
2014-12,PROF,42.36,7.98
2014-12,PROP,16.93,13.27
2014-12,PROPCON,,
2014-12,RESOURC,,
2014-12,SERVICE,,
2014-12,STEEL,,-6.73
2014-12,TECH,,
2014-12,TOURISM,39.53,5.5
2014-12,TRANS,442.79,1.23
2015-01,AGRI,15.55,6.49
2015-01,AGRO,,-3.78
2015-01,AUTO,14.45,9.7
2015-01,BANK,12.98,14.38
2015-01,COMM,32.54,18.35
2015-01,CONMAT,20.14,16.58
2015-01,CONS,26.35,10.87
2015-01,CONSUMP,36.88,17.54
2015-01,ENERG,11.97,5.34
2015-01,ETRON,13.85,14.69
2015-01,FASHION,69.15,1.42
2015-01,FIN,20.01,15.6
2015-01,FINCIAL,52.88,25.11
2015-01,FOOD,22.16,13.27
2015-01,HELTH,38.17,17.46
2015-01,HOME,35.76,10.45
2015-01,ICT,26.35,41.36
2015-01,IMM,18.5,7.33
2015-01,INDUS,35.05,6.94
2015-01,INSUR,19.46,17.15
2015-01,MAIIND,,
2015-01,MEDIA,43.76,10.08
2015-01,MEDSIZE,,
2015-01,MINE,59.8,10.16
2015-01,PAPER,14.83,9.07
2015-01,PERSON,16.76,9.16
2015-01,PETRO,12.44,5.36
2015-01,PF&REIT,,
2015-01,PKG,34.69,5.52
2015-01,PROF,67.64,7.88
2015-01,PROP,17.74,12.56
2015-01,PROPCON,,-0.69
2015-01,RESOURC,65.6,12.78
2015-01,SERVICE,75.72,6.12
2015-01,STEEL,,-10.46
2015-01,TECH,,-4.26
2015-01,TOURISM,41.41,6.21
2015-01,TRANS,485.35,3.87
2015-02,AGRI,16.21,6.49
2015-02,AGRO,,-3.78
2015-02,AUTO,15.87,9.7
2015-02,BANK,12.12,14.38
2015-02,COMM,31.62,18.35
2015-02,CONMAT,21.01,16.58
2015-02,CONS,27.19,10.87
2015-02,CONSUMP,37.19,17.54
2015-02,ENERG,23.52,5.34
2015-02,ETRON,13.1,14.69
2015-02,FASHION,63.48,1.42
2015-02,FIN,20.73,15.6
2015-02,FINCIAL,58.97,25.11
2015-02,FOOD,20.71,13.27
2015-02,HELTH,41.02,17.46
2015-02,HOME,32.66,10.45
2015-02,ICT,26.37,41.36
2015-02,IMM,17.73,7.33
2015-02,INDUS,38.75,6.94
2015-02,INSUR,17.57,17.15
2015-02,MEDIA,51.56,10.08
2015-02,MINE,8.67,10.16
2015-02,PAPER,16.1,9.07
2015-02,PERSON,16.61,9.16
2015-02,PETRO,22.55,5.36
2015-02,PF&REIT,,
2015-02,PKG,31.74,5.52
2015-02,PROF,74.19,7.88
2015-02,PROP,17.44,12.56
2015-02,PROPCON,,-0.69
2015-02,RESOURC,85.33,12.78
2015-02,SERVICE,84.76,6.12
2015-02,STEEL,,-10.46
2015-02,TECH,,-4.26
2015-02,TOURISM,34.44,6.21
2015-02,TRANS,278.61,3.87
2015-03,AGRI,16.08,6.49
2015-03,AGRO,,-3.78
2015-03,AUTO,15.33,9.7
2015-03,BANK,11.75,14.38
2015-03,COMM,30.79,18.35
2015-03,CONMAT,20.22,16.58
2015-03,CONS,23.87,10.87
2015-03,CONSUMP,35.02,17.54
2015-03,ENERG,23.58,5.34
2015-03,ETRON,15.88,14.69
2015-03,FASHION,64.86,1.42
2015-03,FIN,18.55,15.6
2015-03,FINCIAL,50.66,25.11
2015-03,FOOD,20.84,13.27
2015-03,HELTH,37.31,17.46
2015-03,HOME,23.82,10.45
2015-03,ICT,24.24,41.36
2015-03,IMM,18.71,7.33
2015-03,INDUS,30.14,6.94
2015-03,INSUR,17.61,17.15
2015-03,MEDIA,49.91,10.08
2015-03,MINE,8.77,10.16
2015-03,PAPER,13.95,9.07
2015-03,PERSON,16.49,9.16
2015-03,PETRO,21.57,5.36
2015-03,PF&REIT,,
2015-03,PKG,31.63,5.52
2015-03,PROF,46.4,7.88
2015-03,PROP,16.79,12.56
2015-03,PROPCON,,-0.69
2015-03,RESOURC,59.92,12.78
2015-03,SERVICE,85.55,6.12
2015-03,STEEL,,-10.46
2015-03,TECH,,-4.26
2015-03,TOURISM,35.72,6.21
2015-03,TRANS,210.03,3.87
2015-04,AGRI,16.67,6.62
2015-04,AGRO,,-1.83
2015-04,AUTO,14.91,9.61
2015-04,BANK,10.9,14.21
2015-04,COMM,30.73,19.74
2015-04,CONMAT,21.17,17.96
2015-04,CONS,25.0,11.99
2015-04,CONSUMP,37.69,14.28
2015-04,ENERG,25.3,4.45
2015-04,ETRON,16.76,15.54
2015-04,FASHION,67.46,2.49
2015-04,FIN,19.14,15.34
2015-04,FINCIAL,50.52,22.78
2015-04,FOOD,21.21,12.95
2015-04,HELTH,38.52,18.18
2015-04,HOME,24.67,9.02
2015-04,ICT,21.32,45.19
2015-04,IMM,20.13,6.26
2015-04,INDUS,30.87,6.87
2015-04,INSUR,17.73,15.04
2015-04,MEDIA,48.72,10.19
2015-04,MINE,8.97,14.83
2015-04,PAPER,14.93,8.79
2015-04,PERSON,16.79,7.5
2015-04,PETRO,24.06,7.17
2015-04,PF&REIT,,
2015-04,PKG,34.43,5.24
2015-04,PROF,51.66,8.71
2015-04,PROP,17.23,12.95
2015-04,PROPCON,,6.42
2015-04,RESOURC,60.18,12.44
2015-04,SERVICE,86.27,1.06
2015-04,STEEL,,-14.37
2015-04,TECH,,-3.34
2015-04,TOURISM,36.5,6.72
2015-04,TRANS,215.67,3.58
2015-05,AGRI,19.93,6.62
2015-05,AGRO,,-1.83
2015-05,AUTO,15.2,9.61
2015-05,BANK,10.29,14.21
2015-05,COMM,30.17,19.74
2015-05,CONMAT,19.55,17.96
2015-05,CONS,29.1,11.99
2015-05,CONSUMP,33.34,14.28
2015-05,ENERG,26.13,4.45
2015-05,ETRON,17.97,15.54
2015-05,FASHION,67.43,2.49
2015-05,FIN,17.01,15.34
2015-05,FINCIAL,18.41,22.78
2015-05,FOOD,19.83,12.95
2015-05,HELTH,36.43,18.18
2015-05,HOME,22.38,9.02
2015-05,ICT,21.25,45.19
2015-05,IMM,20.03,6.26
2015-05,INDUS,31.59,6.87
2015-05,INSUR,16.83,15.04
2015-05,MEDIA,43.84,10.19
2015-05,MINE,10.82,14.83
2015-05,PAPER,16.32,8.79
2015-05,PERSON,18.4,7.5
2015-05,PETRO,25.22,7.17
2015-05,PF&REIT,,
2015-05,PKG,26.45,5.24
2015-05,PROF,43.94,8.71
2015-05,PROP,16.76,12.95
2015-05,PROPCON,,6.42
2015-05,RESOURC,52.78,12.44
2015-05,SERVICE,86.39,1.06
2015-05,STEEL,,-14.37
2015-05,TECH,,-3.34
2015-05,TOURISM,33.02,6.72
2015-05,TRANS,65.59,3.58
2015-06,AGRI,19.75,6.62
2015-06,AGRO,,-1.83
2015-06,AUTO,15.33,9.61
2015-06,BANK,9.94,14.21
2015-06,COMM,30.06,19.74
2015-06,CONMAT,19.56,17.96
2015-06,CONS,29.01,11.99
2015-06,CONSUMP,34.58,14.28
2015-06,ENERG,26.59,4.45
2015-06,ETRON,18.47,15.54
2015-06,FASHION,65.67,2.49
2015-06,FIN,17.04,15.34
2015-06,FINCIAL,19.58,22.78
2015-06,FOOD,19.94,12.95
2015-06,HELTH,37.63,18.18
2015-06,HOME,22.74,9.02
2015-06,ICT,19.77,45.19
2015-06,IMM,20.11,6.26
2015-06,INDUS,31.14,6.87
2015-06,INSUR,17.25,15.04
2015-06,MEDIA,45.22,10.19
2015-06,MINE,10.44,14.83
2015-06,PAPER,16.16,8.79
2015-06,PERSON,18.07,7.5
2015-06,PETRO,26.66,7.17
2015-06,PF&REIT,,
2015-06,PKG,26.32,5.24
2015-06,PROF,39.19,8.71
2015-06,PROP,17.17,12.95
2015-06,PROPCON,,6.42
2015-06,RESOURC,52.1,12.44
2015-06,SERVICE,88.26,1.06
2015-06,STEEL,,-14.37
2015-06,TECH,,-3.34
2015-06,TOURISM,33.26,6.72
2015-06,TRANS,61.7,3.58
2015-07,AGRI,16.2,6.16
2015-07,AGRO,,-2.04
2015-07,AUTO,13.99,10.47
2015-07,BANK,9.57,13.29
2015-07,COMM,29.33,19.81
2015-07,CONMAT,18.62,18.62
2015-07,CONS,27.69,10.49
2015-07,CONSUMP,29.85,12.9
2015-07,ENERG,24.87,-2.18
2015-07,ETRON,16.27,14.35
2015-07,FASHION,62.32,3.52
2015-07,FIN,16.08,14.85
2015-07,FINCIAL,18.47,14.51
2015-07,FOOD,18.51,12.36
2015-07,HELTH,38.72,17.72
2015-07,HOME,14.24,11.08
2015-07,ICT,19.89,42.09
2015-07,IMM,18.61,6.46
2015-07,INDUS,29.19,7.22
2015-07,INSUR,16.84,15.69
2015-07,MEDIA,43.87,9.82
2015-07,MINE,10.18,4.36
2015-07,PAPER,15.02,8.44
2015-07,PERSON,17.24,6.91
2015-07,PETRO,24.53,5.48
2015-07,PF&REIT,,
2015-07,PKG,22.35,4.9
2015-07,PROF,31.12,9.93
2015-07,PROP,16.0,11.99
2015-07,PROPCON,,8.59
2015-07,RESOURC,47.09,15.11
2015-07,SERVICE,83.92,-6.94
2015-07,STEEL,,-74.55
2015-07,TECH,,-10.31
2015-07,TOURISM,32.8,7.59
2015-07,TRANS,60.04,1.93
2015-08,AGRI,15.86,6.16
2015-08,AGRO,,-2.04
2015-08,AUTO,13.83,10.47
2015-08,BANK,9.46,13.29
2015-08,COMM,29.42,19.81
2015-08,CONMAT,15.32,18.62
2015-08,CONS,24.83,10.49
2015-08,CONSUMP,28.84,12.9
2015-08,ENERG,26.12,-2.18
