Month,Sector,PE,ROE
2011-11,MEDIA,15.15,20.83
2011-11,MEDSIZE,16.27,13.51
2011-11,MINE,14.18,0.59
2011-11,PAPER,20.17,4.98
2011-11,PERSON,12.47,8.73
2011-11,PETRO,8.95,11.07
2011-11,PF&REIT,,
2011-11,PKG,4.71,20.34
2011-11,PROF,,-7.36
2011-11,PROP,13.13,9.39
2011-11,PROPCON,,
2011-11,RESOURC,,
2011-11,SERVICE,,
2011-11,STEEL,,-4.39
2011-11,TECH,,
2011-11,TOURISM,12.24,1.69
2011-11,TRANS,51.64,-2.04
2011-12,AGRI,9.26,14.33
2011-12,AGRO,,
2011-12,AUTO,12.77,-0.96
2011-12,BANK,10.93,14.12
2011-12,COMM,26.03,21.71
2011-12,CONMAT,9.01,18.4
2011-12,CONS,,
2011-12,CONSUMP,,
2011-12,ENERG,9.41,18.59
2011-12,ETRON,9.16,3.22
2011-12,FASHION,9.09,6.97
2011-12,FIN,8.64,7.46
2011-12,FINCIAL,,
2011-12,FOOD,15.38,21.08
2011-12,HELTH,23.65,18.68
2011-12,HOME,7.32,10.41
2011-12,ICT,21.8,27.74
2011-12,IMM,10.48,16.76
2011-12,INDUS,,
2011-12,INSUR,11.23,6.17
2011-12,MAIIND,,13.51
2011-12,MEDIA,16.49,20.83
2011-12,MEDSIZE,16.36,13.51
2011-12,MINE,,0.59
2011-12,PAPER,22.17,4.98
2011-12,PERSON,12.26,8.73
2011-12,PETRO,8.62,11.07
2011-12,PF&REIT,,
2011-12,PKG,4.68,20.34
2011-12,PROF,,-7.36
2011-12,PROP,13.53,9.39
2011-12,PROPCON,,
2011-12,RESOURC,,
2011-12,SERVICE,,
2011-12,STEEL,,-4.39
2011-12,TECH,,
2011-12,TOURISM,9.98,1.69
2011-12,TRANS,48.06,-2.04
2012-01,AGRI,10.46,9.38
2012-01,AGRO,,
2012-01,AUTO,13.89,0.84
2012-01,BANK,11.22,13.87
2012-01,COMM,27.66,22.44
2012-01,CONMAT,9.76,17.19
2012-01,CONS,,
2012-01,CONSUMP,,
2012-01,ENERG,10.01,18.24
2012-01,ETRON,9.18,3.35
2012-01,FASHION,9.21,4.79
2012-01,FIN,9.37,6.11
2012-01,FINCIAL,,
2012-01,FOOD,16.41,24.59
2012-01,HELTH,23.24,23.44
2012-01,HOME,7.66,11.82
2012-01,ICT,23.22,29.54
2012-01,IMM,11.55,4.85
2012-01,INDUS,,
2012-01,INSUR,12.15,0.89
2012-01,MAIIND,,12.76
2012-01,MEDIA,16.44,21.84
2012-01,MEDSIZE,18.24,12.76
2012-01,MINE,,-6.53
2012-01,PAPER,19.57,4.8
2012-01,PERSON,13.03,9.18
2012-01,PETRO,9.36,9.76
2012-01,PF&REIT,,
2012-01,PKG,5.18,13.09
2012-01,PROF,,-11.12
2012-01,PROP,14.71,10.03
2012-01,PROPCON,,
2012-01,RESOURC,,
2012-01,SERVICE,,
2012-01,STEEL,,-8.93
2012-01,TECH,,
2012-01,TOURISM,10.4,2.02
2012-01,TRANS,53.16,-0.27
2012-02,AGRI,10.7,9.38
2012-02,AGRO,,
2012-02,AUTO,22.97,0.84
2012-02,BANK,12.63,13.87
2012-02,COMM,29.65,22.44
2012-02,CONMAT,13.27,17.19
2012-02,CONS,,
2012-02,CONSUMP,,
2012-02,ENERG,11.02,18.24
2012-02,ETRON,10.92,3.35
2012-02,FASHION,11.07,4.79
2012-02,FIN,10.41,6.11
2012-02,FINCIAL,,
2012-02,FOOD,16.25,24.59
2012-02,HELTH,22.7,23.44
2012-02,HOME,8.59,11.82
2012-02,ICT,22.36,29.54
2012-02,IMM,12.6,4.85
2012-02,INDUS,,
2012-02,INSUR,16.93,0.89
2012-02,MAIIND,,12.76
2012-02,MEDIA,17.85,21.84
2012-02,MEDSIZE,19.47,12.76
2012-02,MINE,,-6.53
2012-02,PAPER,20.42,4.8
2012-02,PERSON,15.66,9.18
2012-02,PETRO,17.29,9.76
2012-02,PF&REIT,,
2012-02,PKG,6.39,13.09
2012-02,PROF,,-11.12
2012-02,PROP,16.39,10.03
2012-02,PROPCON,,
2012-02,RESOURC,,
2012-02,SERVICE,,
2012-02,STEEL,,-8.93
2012-02,TECH,,
2012-02,TOURISM,19.52,2.02
2012-02,TRANS,,-0.27
2012-03,AGRI,12.56,9.38
2012-03,AGRO,,
2012-03,AUTO,27.72,0.84
2012-03,BANK,13.78,13.87
2012-03,COMM,31.32,22.44
2012-03,CONMAT,13.47,17.19
2012-03,CONS,,
2012-03,CONSUMP,,
2012-03,ENERG,10.97,18.24
2012-03,ETRON,38.1,3.35
2012-03,FASHION,12.33,4.79
2012-03,FIN,16.13,6.11
2012-03,FINCIAL,,
2012-03,FOOD,17.32,24.59
2012-03,HELTH,24.68,23.44
2012-03,HOME,9.7,11.82
2012-03,ICT,22.18,29.54
2012-03,IMM,19.28,4.85
2012-03,INDUS,,
2012-03,INSUR,40.22,0.89
2012-03,MAIIND,,12.76
2012-03,MEDIA,21.69,21.84
2012-03,MEDSIZE,19.77,12.76
2012-03,MINE,142.19,-6.53
2012-03,PAPER,20.47,4.8
2012-03,PERSON,22.05,9.18
2012-03,PETRO,16.57,9.76
2012-03,PF&REIT,,
2012-03,PKG,7.14,13.09
2012-03,PROF,,-11.12
2012-03,PROP,20.06,10.03
2012-03,PROPCON,,
2012-03,RESOURC,,
2012-03,SERVICE,,
2012-03,STEEL,,-8.93
2012-03,TECH,,
2012-03,TOURISM,70.58,2.02
2012-03,TRANS,,-0.27
2012-04,AGRI,12.5,5.59
2012-04,AGRO,,
2012-04,AUTO,29.03,2.71
2012-04,BANK,14.38,14.63
2012-04,COMM,34.66,23.55
2012-04,CONMAT,13.47,14.72
2012-04,CONS,,
2012-04,CONSUMP,,
2012-04,ENERG,10.9,13.91
2012-04,ETRON,38.04,3.12
2012-04,FASHION,12.29,3.57
2012-04,FIN,17.37,6.01
2012-04,FINCIAL,,
2012-04,FOOD,19.09,23.84
2012-04,HELTH,26.56,21.2
2012-04,HOME,10.11,11.67
2012-04,ICT,22.03,29.39
2012-04,IMM,21.9,14.22
2012-04,INDUS,,
2012-04,INSUR,41.22,-4.76
2012-04,MAIIND,,14.54
2012-04,MEDIA,22.76,21.15
2012-04,MEDSIZE,20.92,14.54
2012-04,MINE,147.45,-9.54
2012-04,PAPER,20.73,6.55
2012-04,PERSON,22.58,9.87
2012-04,PETRO,15.85,8.46
2012-04,PF&REIT,,
2012-04,PKG,7.38,9.86
2012-04,PROF,,-10.77
2012-04,PROP,21.53,10.23
2012-04,PROPCON,,
2012-04,RESOURC,,
2012-04,SERVICE,,
2012-04,STEEL,,-16.19
2012-04,TECH,,
2012-04,TOURISM,70.62,0.74
2012-04,TRANS,,7.49
2012-05,AGRI,14.72,5.59
2012-05,AGRO,,
2012-05,AUTO,34.43,2.71
2012-05,BANK,12.92,14.63
2012-05,COMM,30.24,23.55
2012-05,CONMAT,13.94,14.72
2012-05,CONS,,
2012-05,CONSUMP,,
2012-05,ENERG,9.58,13.91
2012-05,ETRON,33.22,3.12
2012-05,FASHION,12.94,3.57
2012-05,FIN,17.82,6.01
2012-05,FINCIAL,,
2012-05,FOOD,14.04,23.84
2012-05,HELTH,20.48,21.2
2012-05,HOME,9.02,11.67
2012-05,ICT,20.38,29.39
2012-05,IMM,30.19,14.22
2012-05,INDUS,,
2012-05,INSUR,262.63,-4.76
2012-05,MAIIND,,14.54
2012-05,MEDIA,22.69,21.15
2012-05,MEDSIZE,17.2,14.54
2012-05,MINE,,-9.54
2012-05,PAPER,21.61,6.55
2012-05,PERSON,18.75,9.87
2012-05,PETRO,8.52,8.46
2012-05,PF&REIT,,
2012-05,PKG,10.0,9.86
2012-05,PROF,,-10.77
2012-05,PROP,18.52,10.23
2012-05,PROPCON,,
2012-05,RESOURC,,
2012-05,SERVICE,,
2012-05,STEEL,,-16.19
2012-05,TECH,,
2012-05,TOURISM,54.39,0.74
2012-05,TRANS,,7.49
2012-06,AGRI,14.42,5.59
2012-06,AGRO,,
2012-06,AUTO,34.93,2.71
2012-06,BANK,13.57,14.63
2012-06,COMM,31.1,23.55
2012-06,CONMAT,13.38,14.72
2012-06,CONS,,
2012-06,CONSUMP,,
2012-06,ENERG,9.91,13.91
2012-06,ETRON,32.72,3.12
2012-06,FASHION,15.73,3.57
2012-06,FIN,18.43,6.01
2012-06,FINCIAL,,
2012-06,FOOD,14.4,23.84
2012-06,HELTH,22.05,21.2
2012-06,HOME,9.45,11.67
2012-06,ICT,20.1,29.39
2012-06,IMM,29.54,14.22
2012-06,INDUS,,
2012-06,INSUR,264.49,-4.76
2012-06,MAIIND,,14.54
2012-06,MEDIA,21.34,21.15
2012-06,MEDSIZE,17.62,14.54
2012-06,MINE,,-9.54
2012-06,PAPER,21.32,6.55
2012-06,PERSON,20.0,9.87
2012-06,PETRO,8.55,8.46
2012-06,PF&REIT,,
2012-06,PKG,10.09,9.86
2012-06,PROF,,-10.77
2012-06,PROP,19.41,10.23
2012-06,PROPCON,,
2012-06,RESOURC,,
2012-06,SERVICE,,
2012-06,STEEL,,-16.19
2012-06,TECH,,
2012-06,TOURISM,54.63,0.74
2012-06,TRANS,686.11,7.49
2012-07,AGRI,14.36,6.06
2012-07,AGRO,,
2012-07,AUTO,39.85,6.03
2012-07,BANK,14.45,15.07
2012-07,COMM,28.99,23.69
2012-07,CONMAT,13.94,11.46
2012-07,CONS,,
2012-07,CONSUMP,,
2012-07,ENERG,10.0,16.89
2012-07,ETRON,34.59,6.57
2012-07,FASHION,16.17,4.18
2012-07,FIN,19.12,5.33
2012-07,FINCIAL,,
2012-07,FOOD,13.98,22.33
2012-07,HELTH,22.81,23.5
2012-07,HOME,9.84,10.34
2012-07,ICT,21.66,28.86
2012-07,IMM,30.41,7.49
2012-07,INDUS,,
2012-07,INSUR,266.8,-6.73
2012-07,MAIIND,,14.48
2012-07,MEDIA,23.42,21.38
2012-07,MEDSIZE,18.61,14.48
2012-07,MINE,,-12.3
2012-07,PAPER,16.27,8.29
2012-07,PERSON,23.28,9.01
2012-07,PETRO,9.13,11.35
2012-07,PF&REIT,,
2012-07,PKG,10.12,11.3
2012-07,PROF,,-9.98
2012-07,PROP,19.68,12.03
2012-07,PROPCON,,
2012-07,RESOURC,,
2012-07,SERVICE,,
2012-07,STEEL,,-21.56
2012-07,TECH,,
2012-07,TOURISM,59.77,-0.65
2012-07,TRANS,720.01,6.56
2012-08,AGRI,24.65,6.06
2012-08,AGRO,,
2012-08,AUTO,35.16,6.03
2012-08,BANK,13.46,15.07
2012-08,COMM,29.34,23.69
2012-08,CONMAT,16.05,11.46
2012-08,CONS,,
2012-08,CONSUMP,,
2012-08,ENERG,12.71,16.89
2012-08,ETRON,39.16,6.57
2012-08,FASHION,39.29,4.18
2012-08,FIN,21.24,5.33
2012-08,FINCIAL,,
2012-08,FOOD,14.1,22.33
2012-08,HELTH,23.96,23.5
2012-08,HOME,11.14,10.34
2012-08,ICT,21.81,28.86
2012-08,IMM,28.9,7.49
2012-08,INDUS,,
2012-08,INSUR,,-6.73
2012-08,MAIIND,,14.48
2012-08,MEDIA,22.32,21.38
2012-08,MEDSIZE,18.07,14.48
2012-08,MINE,,-12.3
2012-08,PAPER,16.25,8.29
2012-08,PERSON,22.58,9.01
2012-08,PETRO,14.94,11.35
2012-08,PF&REIT,,
2012-08,PKG,13.72,11.3
2012-08,PROF,,-9.98
2012-08,PROP,20.15,12.03
2012-08,PROPCON,,
2012-08,RESOURC,,
2012-08,SERVICE,,
2012-08,STEEL,,-21.56
2012-08,TECH,,
2012-08,TOURISM,175.97,-0.65
2012-08,TRANS,13.6,6.56
2012-09,AGRI,25.53,6.06
2012-09,AGRO,,
2012-09,AUTO,36.78,6.03
2012-09,BANK,14.59,15.07
2012-09,COMM,31.38,23.69
2012-09,CONMAT,17.05,11.46
2012-09,CONS,,
2012-09,CONSUMP,,
2012-09,ENERG,13.08,16.89
2012-09,ETRON,40.75,6.57
2012-09,FASHION,39.66,4.18
2012-09,FIN,25.89,5.33
2012-09,FINCIAL,,
2012-09,FOOD,14.74,22.33
2012-09,HELTH,24.79,23.5
2012-09,HOME,12.97,10.34
2012-09,ICT,22.58,28.86
2012-09,IMM,29.27,7.49
2012-09,INDUS,,
2012-09,INSUR,,-6.73
2012-09,MAIIND,19.87,14.48
2012-09,MEDIA,28.19,21.38
2012-09,MEDSIZE,19.87,14.48
2012-09,MINE,,-12.3
2012-09,PAPER,16.49,8.29
2012-09,PERSON,23.31,9.01
2012-09,PETRO,15.01,11.35
2012-09,PF&REIT,,
2012-09,PKG,14.39,11.3
2012-09,PROF,,-9.98
2012-09,PROP,22.89,12.03
2012-09,PROPCON,,
2012-09,RESOURC,,
2012-09,SERVICE,,
2012-09,STEEL,,-21.56
2012-09,TECH,,
2012-09,TOURISM,182.63,-0.65
2012-09,TRANS,14.99,6.56
2012-10,AGRI,25.96,7.63
2012-10,AGRO,,
2012-10,AUTO,36.01,16.08
2012-10,BANK,14.08,15.36
2012-10,COMM,33.35,22.93
2012-10,CONMAT,18.33,13.17
2012-10,CONS,,
2012-10,CONSUMP,,
2012-10,ENERG,12.93,16.48
2012-10,ETRON,43.03,14.67
2012-10,FASHION,38.46,4.76
2012-10,FIN,26.64,11.95
2012-10,FINCIAL,,
2012-10,FOOD,15.66,20.23
2012-10,HELTH,23.78,23.26
2012-10,HOME,13.18,10.7
2012-10,ICT,21.22,33.88
2012-10,IMM,27.7,13.34
2012-10,INDUS,,
2012-10,INSUR,,4.79
2012-10,MAIIND,22.12,14.05
2012-10,MEDIA,25.52,23.25
2012-10,MEDSIZE,22.12,14.05
2012-10,MINE,,-21.24
2012-10,PAPER,14.19,8.65
2012-10,PERSON,21.2,13.38
2012-10,PETRO,14.48,14.54
2012-10,PF&REIT,,
2012-10,PKG,15.09,10.85
2012-10,PROF,,-1.14
2012-10,PROP,24.12,14.86
2012-10,PROPCON,,
2012-10,RESOURC,,
2012-10,SERVICE,,
2012-10,STEEL,,-22.79
2012-10,TECH,,
2012-10,TOURISM,195.35,3.88
2012-10,TRANS,15.59,10.59
2012-11,AGRI,23.3,7.63
2012-11,AGRO,,
2012-11,AUTO,21.89,16.08
2012-11,BANK,13.62,15.36
2012-11,COMM,32.2,22.93
2012-11,CONMAT,24.03,13.17
2012-11,CONS,,
2012-11,CONSUMP,,
2012-11,ENERG,10.59,16.48
2012-11,ETRON,20.26,14.67
2012-11,FASHION,24.41,4.76
2012-11,FIN,28.85,11.95
2012-11,FINCIAL,,
2012-11,FOOD,15.55,20.23
2012-11,HELTH,20.89,23.26
2012-11,HOME,14.5,10.7
2012-11,ICT,21.4,33.88
2012-11,IMM,20.15,13.34
2012-11,INDUS,,
2012-11,INSUR,,4.79
2012-11,MAIIND,21.9,14.05
2012-11,MEDIA,25.95,23.25
2012-11,MEDSIZE,21.9,14.05
2012-11,MINE,,-21.24
2012-11,PAPER,13.82,8.65
2012-11,PERSON,20.79,13.38
2012-11,PETRO,11.79,14.54
2012-11,PF&REIT,,
2012-11,PKG,13.22,10.85
2012-11,PROF,,-1.14
2012-11,PROP,22.59,14.86
2012-11,PROPCON,,
2012-11,RESOURC,,
2012-11,SERVICE,,
2012-11,STEEL,,-22.79
2012-11,TECH,,
2012-11,TOURISM,,3.88
2012-11,TRANS,19.1,10.59
2012-12,AGRI,25.18,7.63
2012-12,AGRO,,
2012-12,AUTO,21.92,16.08
2012-12,BANK,14.49,15.36
2012-12,COMM,35.47,22.93
2012-12,CONMAT,26.04,13.17
2012-12,CONS,,
2012-12,CONSUMP,,
2012-12,ENERG,11.58,16.48
2012-12,ETRON,21.32,14.67
2012-12,FASHION,24.96,4.76
2012-12,FIN,30.95,11.95
2012-12,FINCIAL,,
2012-12,FOOD,15.95,20.23
2012-12,HELTH,21.09,23.26
2012-12,HOME,13.92,10.7
2012-12,ICT,22.08,33.88
2012-12,IMM,21.05,13.34
2012-12,INDUS,,
2012-12,INSUR,,4.79
2012-12,MAIIND,22.8,14.05
2012-12,MEDIA,30.05,23.25
2012-12,MEDSIZE,22.8,14.05
2012-12,MINE,,-21.24
2012-12,PAPER,13.76,8.65
2012-12,PERSON,20.79,13.38
2012-12,PETRO,12.32,14.54
2012-12,PF&REIT,,
2012-12,PKG,13.25,10.85
2012-12,PROF,,-1.14
2012-12,PROP,24.26,14.86
2012-12,PROPCON,,
2012-12,RESOURC,,
2012-12,SERVICE,,
2012-12,STEEL,,-22.79
2012-12,TECH,,
2012-12,TOURISM,,3.88
2012-12,TRANS,20.25,10.59
2013-01,AGRI,26.08,7.72
2013-01,AGRO,,
2013-01,AUTO,23.92,17.7
2013-01,BANK,15.17,15.52
2013-01,COMM,37.71,22.23
2013-01,CONMAT,26.5,14.65
2013-01,CONS,,
2013-01,CONSUMP,,
2013-01,ENERG,11.91,15.55
2013-01,ETRON,22.7,15.14
2013-01,FASHION,25.32,5.01
2013-01,FIN,26.56,15.85
2013-01,FINCIAL,,
2013-01,FOOD,16.9,12.15
2013-01,HELTH,23.48,20.44
2013-01,HOME,14.76,10.28
2013-01,ICT,21.79,38.14
2013-01,IMM,21.86,12.38
2013-01,INDUS,,
2013-01,INSUR,,10.49
2013-01,MAIIND,29.61,14.2
2013-01,MEDIA,31.22,23.8
2013-01,MEDSIZE,29.61,14.2
2013-01,MINE,,-20.31
2013-01,PAPER,13.71,11.1
2013-01,PERSON,22.82,12.24
2013-01,PETRO,13.79,14.29
2013-01,PF&REIT,,
2013-01,PKG,13.84,9.42
2013-01,PROF,,3.71
2013-01,PROP,28.54,16.3
2013-01,PROPCON,,
2013-01,RESOURC,,
2013-01,SERVICE,,
2013-01,STEEL,,-22.22
2013-01,TECH,,
2013-01,TOURISM,,7.69
2013-01,TRANS,22.54,11.91
2013-02,AGRI,26.9,7.72
2013-02,AGRO,,
2013-02,AUTO,19.58,17.7
2013-02,BANK,15.9,15.52
2013-02,COMM,38.69,22.23
2013-02,CONMAT,24.27,14.65
2013-02,CONS,,
2013-02,CONSUMP,,
2013-02,ENERG,11.52,15.55
2013-02,ETRON,20.44,15.14
2013-02,FASHION,22.9,5.01
2013-02,FIN,19.22,15.85
2013-02,FINCIAL,,
2013-02,FOOD,17.14,12.15
2013-02,HELTH,26.68,20.44
2013-02,HOME,15.34,10.28
2013-02,ICT,22.06,38.14
2013-02,IMM,21.89,12.38
2013-02,INDUS,,
2013-02,INSUR,,10.49
2013-02,MAIIND,29.67,14.2
2013-02,MEDIA,31.31,23.8
2013-02,MEDSIZE,29.67,14.2
2013-02,MINE,,-20.31
2013-02,PAPER,14.17,11.1
2013-02,PERSON,18.27,12.24
2013-02,PETRO,12.05,14.29
2013-02,PF&REIT,,
2013-02,PKG,15.34,9.42
2013-02,PROF,,3.71
2013-02,PROP,31.17,16.3
2013-02,PROPCON,,
2013-02,RESOURC,,
2013-02,SERVICE,,
2013-02,STEEL,,-22.22
2013-02,TECH,,
2013-02,TOURISM,4726.15,7.69
2013-02,TRANS,20.66,11.91
2013-03,AGRI,19.98,7.72
2013-03,AGRO,,
2013-03,AUTO,11.79,17.7
2013-03,BANK,14.95,15.52
2013-03,COMM,37.46,22.23
2013-03,CONMAT,25.32,14.65
2013-03,CONS,,
2013-03,CONSUMP,,
2013-03,ENERG,10.88,15.55
2013-03,ETRON,11.26,15.14
2013-03,FASHION,19.11,5.01
2013-03,FIN,18.56,15.85
2013-03,FINCIAL,,
2013-03,FOOD,17.38,12.15
2013-03,HELTH,28.31,20.44
2013-03,HOME,14.69,10.28
2013-03,ICT,25.95,38.14
2013-03,IMM,16.12,12.38
2013-03,INDUS,,
2013-03,INSUR,73.21,10.49
2013-03,MAIIND,31.72,14.2
2013-03,MEDIA,30.02,23.8
2013-03,MEDSIZE,31.72,14.2
2013-03,MINE,,-20.31
2013-03,PAPER,14.01,11.1
2013-03,PERSON,13.78,12.24
2013-03,PETRO,11.06,14.29
2013-03,PF&REIT,,
2013-03,PKG,14.74,9.42
2013-03,PROF,,3.71
2013-03,PROP,24.98,16.3
2013-03,PROPCON,,
2013-03,RESOURC,,
2013-03,SERVICE,,
2013-03,STEEL,,-22.22
2013-03,TECH,,
2013-03,TOURISM,56.04,7.69
2013-03,TRANS,16.55,11.91
2013-04,AGRI,20.23,9.13
2013-04,AGRO,,
2013-04,AUTO,11.9,19.69
2013-04,BANK,15.11,15.99
2013-04,COMM,38.91,23.37
2013-04,CONMAT,24.96,16.89
2013-04,CONS,,
2013-04,CONSUMP,,
2013-04,ENERG,10.96,16.3
2013-04,ETRON,11.1,16.33
2013-04,FASHION,19.1,4.68
2013-04,FIN,19.63,17.58
2013-04,FINCIAL,,
2013-04,FOOD,16.94,9.64
2013-04,HELTH,28.72,20.59
2013-04,HOME,15.02,9.19
2013-04,ICT,28.79,35.38
2013-04,IMM,15.57,8.12
2013-04,INDUS,,
2013-04,INSUR,73.75,16.7
2013-04,MAIIND,34.07,11.68
2013-04,MEDIA,30.94,23.16
2013-04,MEDSIZE,34.07,11.68
2013-04,MINE,,-20.14
2013-04,PAPER,14.38,11.02
2013-04,PERSON,14.33,10.87
2013-04,PETRO,11.25,15.07
2013-04,PF&REIT,,
2013-04,PKG,14.19,7.72
2013-04,PROF,,4.13
2013-04,PROP,25.75,17.23
2013-04,PROPCON,,
2013-04,RESOURC,,
2013-04,SERVICE,,
2013-04,STEEL,,-18.63
2013-04,TECH,,
2013-04,TOURISM,56.09,9.3
2013-04,TRANS,20.25,10.75
2013-05,AGRI,18.41,9.13
2013-05,AGRO,,
2013-05,AUTO,10.09,19.69
2013-05,BANK,13.17,15.99
2013-05,COMM,37.04,23.37
2013-05,CONMAT,22.24,16.89
2013-05,CONS,,
2013-05,CONSUMP,,
2013-05,ENERG,10.96,16.3
2013-05,ETRON,10.51,16.33
2013-05,FASHION,20.37,4.68
2013-05,FIN,15.91,17.58
2013-05,FINCIAL,,
2013-05,FOOD,23.81,9.64
2013-05,HELTH,31.26,20.59
2013-05,HOME,16.01,9.19
2013-05,ICT,27.51,35.38
2013-05,IMM,13.66,8.12
2013-05,INDUS,,
2013-05,INSUR,32.3,16.7
2013-05,MAIIND,28.44,11.68
2013-05,MEDIA,29.81,23.16
2013-05,MEDSIZE,28.44,11.68
2013-05,MINE,,-20.14
2013-05,PAPER,13.45,11.02
2013-05,PERSON,15.23,10.87
2013-05,PETRO,10.84,15.07
2013-05,PF&REIT,,
2013-05,PKG,16.36,7.72
2013-05,PROF,23.72,4.13
2013-05,PROP,21.12,17.23
2013-05,PROPCON,,
2013-05,RESOURC,,
2013-05,SERVICE,,
2013-05,STEEL,,-18.63
2013-05,TECH,,
2013-05,TOURISM,27.45,9.3
2013-05,TRANS,16.51,10.75
2013-06,AGRI,16.47,9.13
2013-06,AGRO,,
2013-06,AUTO,8.95,19.69
2013-06,BANK,12.76,15.99
2013-06,COMM,32.78,23.37
2013-06,CONMAT,20.65,16.89
2013-06,CONS,,
2013-06,CONSUMP,,
2013-06,ENERG,10.83,16.3
2013-06,ETRON,10.23,16.33
2013-06,FASHION,19.54,4.68
2013-06,FIN,12.5,17.58
2013-06,FINCIAL,,
2013-06,FOOD,21.74,9.64
2013-06,HELTH,28.71,20.59
2013-06,HOME,14.2,9.19
2013-06,ICT,26.74,35.38
2013-06,IMM,11.86,8.12
2013-06,INDUS,,
2013-06,INSUR,29.53,16.7
2013-06,MAIIND,24.63,11.68
2013-06,MEDIA,26.18,23.16
2013-06,MEDSIZE,24.63,11.68
2013-06,MINE,,-20.14
2013-06,PAPER,12.22,11.02
2013-06,PERSON,15.03,10.87
2013-06,PETRO,9.9,15.07
2013-06,PF&REIT,,
2013-06,PKG,13.45,7.72
2013-06,PROF,21.48,4.13
2013-06,PROP,17.29,17.23
2013-06,PROPCON,,
2013-06,RESOURC,,
2013-06,SERVICE,,
2013-06,STEEL,,-18.63
2013-06,TECH,,
2013-06,TOURISM,24.78,9.3
2013-06,TRANS,14.87,10.75
2013-07,AGRI,16.32,8.88
2013-07,AGRO,,
2013-07,AUTO,8.59,16.99
2013-07,BANK,12.17,15.94
2013-07,COMM,30.46,22.4
2013-07,CONMAT,21.28,18.12
2013-07,CONS,,
2013-07,CONSUMP,,
2013-07,ENERG,10.75,15.17
2013-07,ETRON,10.96,13.34
2013-07,FASHION,15.71,3.44
2013-07,FIN,11.79,18.75
2013-07,FINCIAL,,
2013-07,FOOD,22.0,9.33
2013-07,HELTH,27.76,17.82
2013-07,HOME,13.92,9.6
2013-07,ICT,27.02,38.71
2013-07,IMM,11.61,5.59
2013-07,INDUS,,
2013-07,INSUR,28.43,15.21
2013-07,MAIIND,24.47,10.64
2013-07,MEDIA,26.28,22.53
2013-07,MEDSIZE,24.47,10.64
2013-07,MINE,,-9.57
2013-07,PAPER,12.95,11.24
2013-07,PERSON,14.93,12.28
2013-07,PETRO,9.62,13.52
2013-07,PF&REIT,,
2013-07,PKG,14.87,4.96
2013-07,PROF,22.24,6.61
2013-07,PROP,16.28,16.43
2013-07,PROPCON,,
2013-07,RESOURC,,
2013-07,SERVICE,,
2013-07,STEEL,,-16.45
2013-07,TECH,,
2013-07,TOURISM,23.59,10.44
2013-07,TRANS,14.88,8.71
2013-08,AGRI,13.89,8.88
2013-08,AGRO,,
2013-08,AUTO,7.31,16.99
2013-08,BANK,10.7,15.94
2013-08,COMM,26.31,22.4
2013-08,CONMAT,15.4,18.12
2013-08,CONS,,
2013-08,CONSUMP,,
2013-08,ENERG,10.11,15.17
2013-08,ETRON,9.53,13.34
2013-08,FASHION,15.72,3.44
2013-08,FIN,8.95,18.75
2013-08,FINCIAL,,
2013-08,FOOD,23.15,9.33
2013-08,HELTH,25.08,17.82
2013-08,HOME,13.6,9.6
2013-08,ICT,22.99,38.71
2013-08,IMM,13.13,5.59
2013-08,INDUS,,
2013-08,INSUR,17.15,15.21
2013-08,MAIIND,24.47,10.64
2013-08,MEDIA,21.87,22.53
2013-08,MEDSIZE,24.47,10.64
2013-08,MINE,,-9.57
2013-08,PAPER,11.98,11.24
2013-08,PERSON,14.49,12.28
2013-08,PETRO,9.42,13.52
2013-08,PF&REIT,,
2013-08,PKG,15.5,4.96
2013-08,PROF,16.53,6.61
2013-08,PROP,13.49,16.43
2013-08,PROPCON,,
2013-08,RESOURC,,
2013-08,SERVICE,,
2013-08,STEEL,,-16.45
2013-08,TECH,,
2013-08,TOURISM,17.95,10.44
2013-08,TRANS,16.52,8.71
2013-09,AGRI,14.23,8.88
2013-09,AGRO,,
2013-09,AUTO,7.88,16.99
2013-09,BANK,11.56,15.94
2013-09,COMM,28.42,22.4
2013-09,CONMAT,16.65,18.12
2013-09,CONS,,
2013-09,CONSUMP,,
2013-09,ENERG,10.07,15.17
2013-09,ETRON,10.66,13.34
2013-09,FASHION,16.45,3.44
2013-09,FIN,9.98,18.75
2013-09,FINCIAL,,
2013-09,FOOD,24.52,9.33
2013-09,HELTH,25.16,17.82
2013-09,HOME,14.33,9.6
2013-09,ICT,24.99,38.71
2013-09,IMM,13.77,5.59
2013-09,INDUS,,
2013-09,INSUR,18.2,15.21
2013-09,MAIIND,26.41,10.64
2013-09,MEDIA,23.7,22.53
2013-09,MEDSIZE,26.41,10.64
2013-09,MINE,,-9.57
2013-09,PAPER,12.2,11.24
2013-09,PERSON,15.93,12.28
2013-09,PETRO,10.41,13.52
2013-09,PF&REIT,,
2013-09,PKG,16.85,4.96
2013-09,PROF,18.4,6.61
2013-09,PROP,15.4,16.43
2013-09,PROPCON,,
2013-09,RESOURC,,
2013-09,SERVICE,,
2013-09,STEEL,,-16.45
2013-09,TECH,,
2013-09,TOURISM,21.97,10.44
2013-09,TRANS,18.77,8.71
2013-10,AGRI,14.53,9.75
2013-10,AGRO,,
2013-10,AUTO,7.9,16.41
2013-10,BANK,12.34,16.31
